-1017.5000000000,-3025.0000000000,-1736.2000000000,403.6000000000,218.1000000000,213.8000000000,280.6000000000,241.6000000000,280.3000000000,319.1000000000,458.6000000000,437.9000000000,541.1000000000,355.5000000000,559.7000000000,507.7000000000,480.7000000000,353.9000000000,339.6000000000,316.6000000000,314.3000000000,287.9000000000,335.8000000000,175.1000000000,288.8000000000,258.0000000000,480.4000000000,461.3000000000,494.6000000000,564.0000000000
-957.5000000000,-2737.5000000000,-1426.5000000000,422.0000000000,326.5000000000,357.6000000000,307.2000000000,322.3000000000,183.5000000000,394.6000000000,211.6000000000,406.7000000000,594.3000000000,443.0000000000,474.7000000000,500.6000000000,483.8000000000,441.0000000000,264.2000000000,374.5000000000,242.5000000000,303.2000000000,257.4000000000,207.5000000000,245.0000000000,327.2000000000,332.1000000000,516.2000000000,506.3000000000,562.1000000000
-972.5000000000,-2797.5000000000,-1521.0000000000,370.6000000000,275.4000000000,225.7000000000,307.8000000000,245.9000000000,179.7000000000,385.2000000000,310.9000000000,508.6000000000,503.6000000000,443.2000000000,557.7000000000,486.8000000000,528.2000000000,222.6000000000,393.2000000000,292.8000000000,371.4000000000,317.9000000000,42.3000000000,379.4000000000,76.7000000000,404.1000000000,257.6000000000,617.6000000000,483.3000000000,571.5000000000
-987.5000000000,-2875.0000000000,-1529.2000000000,353.2000000000,329.3000000000,339.0000000000,218.4000000000,140.0000000000,289.9000000000,179.3000000000,338.2000000000,431.3000000000,583.5000000000,458.7000000000,585.9000000000,518.5000000000,409.1000000000,304.6000000000,395.6000000000,302.5000000000,379.6000000000,197.2000000000,320.8000000000,183.3000000000,291.2000000000,265.3000000000,526.5000000000,493.4000000000,386.6000000000,642.3000000000
-987.5000000000,-2882.5000000000,-1649.3000000000,420.6000000000,239.6000000000,259.1000000000,208.4000000000,242.0000000000,361.3000000000,271.0000000000,363.7000000000,435.2000000000,556.1000000000,406.5000000000,538.6000000000,475.0000000000,469.6000000000,259.9000000000,396.3000000000,277.1000000000,371.1000000000,288.2000000000,266.0000000000,240.4000000000,298.1000000000,349.7000000000,204.8000000000,590.8000000000,497.0000000000,594.7000000000
-1002.5000000000,-2952.5000000000,-1630.7000000000,424.0000000000,215.4000000000,171.5000000000,338.5000000000,229.9000000000,285.1000000000,302.3000000000,353.7000000000,339.8000000000,529.8000000000,596.2000000000,462.2000000000,566.1000000000,459.7000000000,326.4000000000,316.4000000000,240.1000000000,383.7000000000,257.1000000000,270.9000000000,259.4000000000,204.4000000000,332.9000000000,451.9000000000,470.3000000000,519.7000000000,474.0000000000
-1010.0000000000,-2962.5000000000,-1649.0000000000,400.7000000000,258.2000000000,224.4000000000,94.5000000000,306.7000000000,295.7000000000,219.4000000000,357.9000000000,485.3000000000,512.3000000000,532.8000000000,519.1000000000,570.9000000000,448.8000000000,370.2000000000,390.9000000000,195.9000000000,322.2000000000,271.4000000000,281.3000000000,328.0000000000,264.7000000000,315.8000000000,307.5000000000,481.2000000000,502.8000000000,596.8000000000
-965.0000000000,-2825.0000000000,-1424.5000000000,308.4000000000,434.9000000000,329.7000000000,289.4000000000,217.8000000000,266.3000000000,274.9000000000,294.5000000000,370.8000000000,541.8000000000,403.4000000000,545.1000000000,532.7000000000,434.0000000000,440.1000000000,306.0000000000,252.4000000000,341.3000000000,226.3000000000,266.5000000000,166.2000000000,341.9000000000,249.3000000000,404.1000000000,413.7000000000,597.3000000000,503.2000000000
-965.0000000000,-2760.0000000000,-1471.9000000000,488.6000000000,322.5000000000,258.1000000000,227.9000000000,285.4000000000,372.9000000000,255.3000000000,283.1000000000,460.8000000000,484.0000000000,619.7000000000,530.7000000000,401.5000000000,518.2000000000,373.7000000000,305.1000000000,250.5000000000,242.9000000000,346.6000000000,201.5000000000,307.6000000000,285.7000000000,390.3000000000,400.6000000000,510.6000000000,510.9000000000,482.8000000000
-1025.0000000000,-3062.5000000000,-1767.6000000000,378.4000000000,223.6000000000,314.4000000000,213.1000000000,254.6000000000,266.9000000000,214.1000000000,483.0000000000,345.0000000000,449.9000000000,481.3000000000,603.6000000000,388.8000000000,524.4000000000,259.6000000000,466.8000000000,262.2000000000,332.7000000000,251.4000000000,235.4000000000,256.7000000000,195.5000000000,419.8000000000,403.8000000000,552.8000000000,332.5000000000,651.2000000000
-995.0000000000,-2910.0000000000,-1624.9000000000,401.8000000000,248.5000000000,276.1000000000,277.4000000000,162.2000000000,428.5000000000,298.5000000000,369.0000000000,324.1000000000,532.0000000000,407.5000000000,642.5000000000,366.1000000000,490.5000000000,315.4000000000,428.7000000000,274.8000000000,356.3000000000,313.9000000000,210.0000000000,336.9000000000,284.8000000000,321.8000000000,375.3000000000,431.4000000000,490.1000000000,642.3000000000
-980.0000000000,-2805.0000000000,-1395.7000000000,343.4000000000,330.3000000000,285.3000000000,281.0000000000,240.0000000000,339.0000000000,224.8000000000,328.2000000000,291.3000000000,452.8000000000,579.6000000000,381.0000000000,552.0000000000,510.3000000000,230.3000000000,417.0000000000,311.7000000000,333.1000000000,269.5000000000,223.8000000000,259.2000000000,225.2000000000,294.6000000000,522.5000000000,444.9000000000,349.3000000000,645.4000000000
-995.0000000000,-2885.0000000000,-1566.8000000000,379.1000000000,304.6000000000,369.8000000000,267.9000000000,305.1000000000,229.0000000000,409.9000000000,154.6000000000,504.4000000000,458.1000000000,525.5000000000,581.8000000000,356.9000000000,566.1000000000,318.3000000000,361.0000000000,302.6000000000,293.9000000000,272.8000000000,272.3000000000,122.9000000000,319.4000000000,278.6000000000,296.9000000000,544.5000000000,412.0000000000,611.9000000000
-1025.0000000000,-3022.5000000000,-1631.6000000000,401.9000000000,208.1000000000,268.4000000000,354.8000000000,298.6000000000,310.3000000000,327.4000000000,408.9000000000,347.9000000000,615.7000000000,424.9000000000,476.7000000000,593.0000000000,522.2000000000,236.1000000000,434.3000000000,248.9000000000,318.3000000000,335.4000000000,205.7000000000,303.8000000000,207.2000000000,270.3000000000,364.2000000000,375.4000000000,466.9000000000,619.4000000000
-1010.0000000000,-2987.5000000000,-1740.7000000000,343.7000000000,139.4000000000,284.4000000000,298.6000000000,262.4000000000,157.2000000000,336.8000000000,321.8000000000,389.4000000000,528.5000000000,459.7000000000,575.3000000000,330.5000000000,531.3000000000,423.9000000000,339.1000000000,317.7000000000,321.4000000000,270.1000000000,204.5000000000,265.7000000000,376.5000000000,385.9000000000,305.7000000000,478.8000000000,433.7000000000,637.9000000000
-1010.0000000000,-3025.0000000000,-1804.1000000000,418.0000000000,224.7000000000,145.7000000000,262.2000000000,232.9000000000,280.2000000000,301.1000000000,389.1000000000,431.7000000000,451.6000000000,529.8000000000,623.2000000000,475.3000000000,458.8000000000,260.6000000000,390.0000000000,297.1000000000,318.1000000000,376.7000000000,248.0000000000,219.5000000000,251.0000000000,305.4000000000,250.3000000000,583.6000000000,488.0000000000,578.4000000000
-1002.5000000000,-2995.0000000000,-1736.2000000000,369.5000000000,246.3000000000,230.9000000000,235.3000000000,180.9000000000,257.0000000000,299.5000000000,222.8000000000,459.7000000000,564.9000000000,492.6000000000,464.9000000000,490.1000000000,486.2000000000,268.5000000000,412.0000000000,294.6000000000,275.4000000000,223.6000000000,188.5000000000,141.4000000000,311.0000000000,376.4000000000,285.8000000000,543.9000000000,524.0000000000,544.5000000000
-987.5000000000,-2905.0000000000,-1593.3000000000,278.1000000000,351.0000000000,255.3000000000,330.4000000000,315.3000000000,299.4000000000,309.5000000000,247.0000000000,437.7000000000,528.9000000000,327.3000000000,672.2000000000,426.4000000000,456.0000000000,345.2000000000,271.8000000000,306.9000000000,287.1000000000,328.0000000000,232.2000000000,318.9000000000,323.6000000000,379.8000000000,287.3000000000,569.8000000000,451.2000000000,660.8000000000
-1010.0000000000,-3005.0000000000,-1704.8000000000,291.2000000000,156.2000000000,-191.0000000000,245.4000000000,159.2000000000,236.8000000000,361.6000000000,307.5000000000,489.5000000000,400.4000000000,548.3000000000,530.2000000000,428.4000000000,399.0000000000,323.5000000000,444.7000000000,272.8000000000,301.4000000000,329.6000000000,163.3000000000,304.8000000000,243.6000000000,376.5000000000,294.7000000000,428.0000000000,494.9000000000,534.9000000000
-987.5000000000,-2925.0000000000,-1695.1000000000,409.0000000000,256.9000000000,289.6000000000,298.0000000000,309.2000000000,251.3000000000,327.3000000000,348.8000000000,490.5000000000,392.9000000000,560.9000000000,639.3000000000,407.6000000000,478.1000000000,348.0000000000,309.3000000000,292.2000000000,292.5000000000,279.0000000000,263.5000000000,256.3000000000,252.3000000000,397.2000000000,321.0000000000,575.2000000000,442.9000000000,528.3000000000
-995.0000000000,-2940.0000000000,-1593.2000000000,361.5000000000,260.5000000000,275.1000000000,209.8000000000,257.7000000000,322.5000000000,295.2000000000,322.7000000000,319.7000000000,531.3000000000,500.8000000000,550.5000000000,451.2000000000,514.8000000000,377.6000000000,365.7000000000,250.4000000000,334.4000000000,317.0000000000,191.6000000000,233.9000000000,239.5000000000,323.8000000000,365.0000000000,401.4000000000,549.0000000000,466.0000000000
-1032.5000000000,-3032.5000000000,-1671.7000000000,331.2000000000,242.5000000000,218.9000000000,322.4000000000,269.5000000000,324.9000000000,279.9000000000,368.2000000000,388.5000000000,541.7000000000,515.5000000000,558.7000000000,497.4000000000,420.7000000000,298.6000000000,436.3000000000,243.4000000000,352.8000000000,382.4000000000,148.9000000000,397.8000000000,171.0000000000,307.9000000000,428.5000000000,471.9000000000,558.6000000000,445.9000000000
-972.5000000000,-2770.0000000000,-1450.5000000000,407.9000000000,311.1000000000,356.3000000000,323.1000000000,230.6000000000,221.7000000000,359.9000000000,394.6000000000,379.2000000000,387.3000000000,599.7000000000,529.5000000000,415.0000000000,417.4000000000,344.0000000000,452.4000000000,285.9000000000,285.2000000000,338.7000000000,204.5000000000,274.3000000000,220.3000000000,336.8000000000,360.1000000000,526.1000000000,396.2000000000,572.1000000000
-972.5000000000,-2835.0000000000,-1511.1000000000,415.7000000000,289.9000000000,298.7000000000,347.7000000000,210.6000000000,240.6000000000,225.8000000000,413.6000000000,376.4000000000,544.4000000000,337.5000000000,561.6000000000,447.3000000000,500.2000000000,213.6000000000,373.6000000000,351.7000000000,260.1000000000,276.8000000000,198.1000000000,312.8000000000,288.1000000000,263.6000000000,372.3000000000,462.0000000000,556.3000000000,511.2000000000
-995.0000000000,-2937.5000000000,-1511.3000000000,373.7000000000,346.1000000000,314.1000000000,320.7000000000,256.5000000000,235.9000000000,349.4000000000,199.5000000000,445.0000000000,594.1000000000,466.0000000000,625.9000000000,453.1000000000,460.5000000000,324.9000000000,329.3000000000,256.0000000000,276.6000000000,268.0000000000,323.4000000000,269.2000000000,235.2000000000,423.1000000000,325.6000000000,415.9000000000,503.7000000000,527.2000000000
-957.5000000000,-2767.5000000000,-1521.0000000000,358.0000000000,180.2000000000,210.8000000000,310.3000000000,275.5000000000,264.8000000000,337.2000000000,366.1000000000,368.0000000000,525.7000000000,390.5000000000,542.6000000000,509.8000000000,446.1000000000,296.2000000000,305.9000000000,290.8000000000,305.7000000000,243.8000000000,256.6000000000,259.4000000000,194.0000000000,394.1000000000,349.3000000000,379.4000000000,489.1000000000,672.2000000000
-965.0000000000,-2772.5000000000,-1438.2000000000,352.3000000000,338.1000000000,304.6000000000,320.9000000000,351.5000000000,307.3000000000,208.5000000000,402.4000000000,407.7000000000,452.5000000000,510.5000000000,485.3000000000,563.0000000000,511.0000000000,257.3000000000,373.1000000000,351.5000000000,291.6000000000,238.2000000000,226.0000000000,347.8000000000,321.9000000000,298.9000000000,438.1000000000,379.8000000000,535.0000000000,478.1000000000
-972.5000000000,-2865.0000000000,-1577.7000000000,352.4000000000,300.4000000000,316.4000000000,262.9000000000,341.7000000000,250.6000000000,297.3000000000,399.5000000000,411.8000000000,388.9000000000,555.5000000000,513.4000000000,453.4000000000,491.7000000000,300.7000000000,347.0000000000,261.4000000000,308.2000000000,369.5000000000,225.1000000000,136.8000000000,369.0000000000,334.6000000000,337.0000000000,419.6000000000,470.9000000000,569.0000000000
-995.0000000000,-2977.5000000000,-1685.9000000000,305.8000000000,213.0000000000,283.6000000000,285.4000000000,397.0000000000,225.6000000000,259.9000000000,301.4000000000,374.7000000000,412.8000000000,609.3000000000,532.2000000000,544.3000000000,430.3000000000,387.2000000000,303.0000000000,324.3000000000,304.2000000000,384.7000000000,227.3000000000,168.1000000000,319.0000000000,222.2000000000,456.7000000000,408.5000000000,543.4000000000,484.1000000000
-987.5000000000,-2917.5000000000,-1585.0000000000,409.7000000000,313.1000000000,291.2000000000,292.7000000000,271.5000000000,305.0000000000,278.6000000000,359.7000000000,477.0000000000,533.9000000000,410.1000000000,549.1000000000,538.1000000000,487.6000000000,182.9000000000,334.4000000000,374.3000000000,307.3000000000,319.8000000000,168.5000000000,279.4000000000,232.2000000000,365.7000000000,276.9000000000,492.2000000000,559.6000000000,590.6000000000
